"36905","2","35103"
"36905","3","35104"
"36905","4","35105"
"36905","5","35106"
"36905","6","35107"
"36905","7","35108"
"36905","8","35109"
"36905","9","35110"
"36905","10","35111"
"36905","11","35112"
"36905","12","35125"
"36905","13","35178"
"36905","14","35246"
"36905","15","35316"
"36905","16","35454"
"36905","17","35685"
"36905","18","35851"
"36905","19","35951"
"36905","20","36149"
"36905","21","36279"
"36905","22","36533"
"36905","23","36699"
"36905","24","36805"
"36931","2","35059"
"36931","3","35061"
"36931","4","35062"
"36931","5","35058"
"36931","6","35063"
"36931","7","35055"
"36931","8","35060"
"36931","9","35064"
"36931","10","35056"
"36931","11","35065"
"36931","12","35123"
"36931","13","35180"
"36931","14","35244"
"36931","15","35314"
"36931","16","35459"
"36931","17","35690"
"36931","18","35856"
"36931","19","35956"
"36931","20","36154"
"36931","21","36284"
"36931","22","36538"
"36931","23","36704"
"36931","24","36810"
"36932","2","35039"
"36932","3","35040"
"36932","4","35045"
"36932","5","35042"
"36932","6","35044"
"36932","7","35038"
"36932","8","35041"
"36932","9","35037"
"36932","10","35043"
"36932","11","35046"
"36932","12","35122"
"36932","13","35179"
"36932","14","35243"
"36932","15","35313"
"36932","16","35458"
"36932","17","35689"
"36932","18","35855"
"36932","19","35955"
"36932","20","36153"
"36932","21","36283"
"36932","22","36537"
"36932","23","36703"
"36932","24","36809"
"36905","25","36934"
"36905","26","37154"
"36905","27","37293"
"36905","28","37535"
"36905","29","37968"
